"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"VPH2" "OTHER" "1" "VPH2" "S. cerevisiae" "Vacuolar pH" "648" "YKL119C" "S000001602" "ORF"
"UBC7" "OTHER" "1" "UBC7" "S. cerevisiae" "UBiquitin-Conjugating enzyme" "498" "YMR022W" "S000004624" "ORF"
"BRL1" "OTHER" "1" "BRL1" "S. cerevisiae" "BRr6 Like protein" "1416" "YHR036W" "S000001078" "ORF"
"YIP3" "OTHER" "1" "YIP3" "S. cerevisiae" "Ypt-Interacting Protein" "610" "YNL044W" "S000004989" "ORF"
"ERV41" "OTHER" "1" "ERV41" "S. cerevisiae" "ER Vesicle" "1152" "YML067C" "S000004532" "ORF"
"ERP3" "OTHER" "1" "ERP3" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "678" "YDL018C" "S000002176" "ORF"
"YNL194C" "OTHER" "1" "" "S. cerevisiae" "" "906" "YNL194C" "S000005138" "ORF"
"FRQ1" "OTHER" "1" "FRQ1" "S. cerevisiae" "FReQuenin homolog" "573" "YDR373W" "S000002781" "ORF"
"SPT23" "OTHER" "1" "SPT23" "S. cerevisiae" "SuPpressor of Ty" "3249" "YKL020C" "S000001503" "ORF"
"GYP1" "OTHER" "1" "GYP1" "S. cerevisiae" "Gtpase-activating protein for YPt1p" "1914" "YOR070C" "S000005596" "ORF"
"EDC3" "OTHER" "1" "EDC3" "S. cerevisiae" "Enhancer of mRNA DeCapping" "1656" "YEL015W" "S000000741" "ORF"
"PEX34" "OTHER" "1" "PEX34" "S. cerevisiae" "PEroXin" "435" "YCL056C" "S000000561" "ORF"
"SED4" "OTHER" "1" "SED4" "S. cerevisiae" "Suppressor of Erd2 Deletion" "3198" "YCR067C" "S000000663" "ORF"
"ECM3" "OTHER" "1" "ECM3" "S. cerevisiae" "ExtraCellular Mutant" "1842" "YOR092W" "S000005618" "ORF"
"YCR061W" "OTHER" "1" "" "S. cerevisiae" "" "1896" "YCR061W" "S000000657" "ORF"
"FMP52" "OTHER" "1" "FMP52" "S. cerevisiae" "Found in Mitochondrial Proteome" "696" "YER004W" "S000000806" "ORF"
"SRP21" "OTHER" "1" "SRP21" "S. cerevisiae" "Signal Recognition Particle" "504" "YKL122C" "S000001605" "ORF"
"PMA1" "OTHER" "1" "PMA1" "S. cerevisiae" "Plasma Membrane ATPase" "2757" "YGL008C" "S000002976" "ORF"
"SSM4" "OTHER" "1" "SSM4" "S. cerevisiae" "Suppressor of mrna Stability Mutant" "3960" "YIL030C" "S000001292" "ORF"
"COG8" "OTHER" "1" "COG8" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "1824" "YML071C" "S000004536" "ORF"
"YCK1" "OTHER" "1" "YCK1" "S. cerevisiae" "Yeast Casein Kinase I homolog" "1617" "YHR135C" "S000001177" "ORF"
"APL5" "OTHER" "1" "APL5" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2799" "YPL195W" "S000006116" "ORF"
"PEP1" "OTHER" "1" "PEP1" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "4740" "YBL017C" "S000000113" "ORF"
"GCS1" "OTHER" "1" "GCS1" "S. cerevisiae" "Growth Cold Sensitive" "1059" "YDL226C" "S000002385" "ORF"
"PGC1" "OTHER" "1" "PGC1" "S. cerevisiae" "Phosphatidyl Glycerol phospholipase C" "966" "YPL206C" "S000006127" "ORF"
"YNL194C" "OTHER" "1" "" "S. cerevisiae" "" "906" "YNL194C" "S000005138" "ORF"
"IRC22" "OTHER" "1" "IRC22" "S. cerevisiae" "Increased Recombination Centers" "678" "YEL001C" "S000000727" "ORF"
"ERG29" "OTHER" "1" "ERG29" "S. cerevisiae" "ERGosterol biosynthesis" "714" "YMR134W" "S000004741" "ORF"
"INP2" "OTHER" "1" "INP2" "S. cerevisiae" "INheritance of Peroxisomes" "2118" "YMR163C" "S000004773" "ORF"
"ERG1" "OTHER" "1" "ERG1" "S. cerevisiae" "ERGosterol biosynthesis" "1491" "YGR175C" "S000003407" "ORF"
"AUR1" "OTHER" "1" "AUR1" "S. cerevisiae" "AUreobasidin A Resistance" "1206" "YKL004W" "S000001487" "ORF"
"VMA22" "OTHER" "1" "VMA22" "S. cerevisiae" "Vacuolar Membrane Atpase" "546" "YHR060W" "S000001102" "ORF"
"PLB3" "OTHER" "1" "PLB3" "S. cerevisiae" "PhosphoLipase B" "2061" "YOL011W" "S000005371" "ORF"
"UBC7" "OTHER" "1" "UBC7" "S. cerevisiae" "UBiquitin-Conjugating enzyme" "498" "YMR022W" "S000004624" "ORF"
"TGL1" "OTHER" "1" "TGL1" "S. cerevisiae" "TriGlyceride Lipase" "1647" "YKL140W" "S000001623" "ORF"
"RET2" "OTHER" "1" "RET2" "S. cerevisiae" "RETrieval from ER" "1641" "YFR051C" "S000001947" "ORF"
"HMG1" "OTHER" "1" "HMG1" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3165" "YML075C" "S000004540" "ORF"
"OLE1" "OTHER" "1" "OLE1" "S. cerevisiae" "OLEic acid requiring" "1533" "YGL055W" "S000003023" "ORF"
"MNL1" "OTHER" "1" "MNL1" "S. cerevisiae" "MaNnosidase-Like protein" "2391" "YHR204W" "S000001247" "ORF"
"INP54" "OTHER" "1" "INP54" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "1155" "YOL065C" "S000005426" "ORF"
"RPN4" "OTHER" "1" "RPN4" "S. cerevisiae" "Regulatory Particle Non-ATPase" "1596" "YDL020C" "S000002178" "ORF"
"MON2" "OTHER" "1" "MON2" "S. cerevisiae" "MONensin sensitivity" "4911" "YNL297C" "S000005241" "ORF"
"PIL1" "OTHER" "1" "PIL1" "S. cerevisiae" "Phosphorylation Inhibited by Long chain bases" "1020" "YGR086C" "S000003318" "ORF"
"PMR1" "OTHER" "1" "PMR1" "S. cerevisiae" "Plasma Membrane ATPase Related" "2853" "YGL167C" "S000003135" "ORF"
"ATF1" "OTHER" "1" "ATF1" "S. cerevisiae" "AcetylTransFerase" "1578" "YOR377W" "S000005904" "ORF"
"ATF1" "OTHER" "1" "ATF1" "S. cerevisiae" "AcetylTransFerase" "1578" "YOR377W" "S000005904" "ORF"
"SEC7" "OTHER" "1" "SEC7" "S. cerevisiae" "SECretory" "6030" "YDR170C" "S000002577" "ORF"
"PMT4" "OTHER" "1" "PMT4" "S. cerevisiae" "Protein O-MannosylTransferase" "2289" "YJR143C" "S000003904" "ORF"
"LST8" "OTHER" "1" "LST8" "S. cerevisiae" "Lethal with Sec Thirteen" "912" "YNL006W" "S000004951" "ORF"
"YJU3" "OTHER" "1" "YJU3" "S. cerevisiae" "" "942" "YKL094W" "S000001577" "ORF"
"VPH2" "OTHER" "1" "VPH2" "S. cerevisiae" "Vacuolar pH" "648" "YKL119C" "S000001602" "ORF"
"YDR222W" "OTHER" "1" "" "S. cerevisiae" "" "1248" "YDR222W" "S000002630" "ORF"
"NNF2" "OTHER" "1" "NNF2" "S. cerevisiae" "" "2811" "YGR089W" "S000003321" "ORF"
"SET2" "OTHER" "1" "SET2" "S. cerevisiae" "SET domain-containing" "2202" "YJL168C" "S000003704" "ORF"
"MPD2" "OTHER" "1" "MPD2" "S. cerevisiae" "Multicopy suppressor of PDI1 deletion" "834" "YOL088C" "S000005448" "ORF"
"ARF2" "OTHER" "1" "ARF2" "S. cerevisiae" "ADP-Ribosylation Factor" "546" "YDL137W" "S000002296" "ORF"
"MSC2" "OTHER" "1" "MSC2" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "2175" "YDR205W" "S000002613" "ORF"
"AUR1" "OTHER" "1" "AUR1" "S. cerevisiae" "AUreobasidin A Resistance" "1206" "YKL004W" "S000001487" "ORF"
"ERV14" "OTHER" "1" "ERV14" "S. cerevisiae" "ER Vesicle" "417" "YGL054C" "S000003022" "ORF"
"LAC1" "OTHER" "1" "LAC1" "S. cerevisiae" "Longevity-Assurance gene Cognate (LAG1 Cognate)" "1257" "YKL008C" "S000001491" "ORF"
"TUB2" "OTHER" "1" "TUB2" "S. cerevisiae" "TUBulin" "1374" "YFL037W" "S000001857" "ORF"
"NVJ1" "OTHER" "1" "NVJ1" "S. cerevisiae" "Nucleus-Vacuole Junction" "966" "YHR195W" "S000001238" "ORF"
"OST5" "OTHER" "1" "OST5" "S. cerevisiae" "OligoSaccharylTransferase" "410" "YGL226C-A" "S000003194" "ORF"
"DFM1" "OTHER" "1" "DFM1" "S. cerevisiae" "Der1-like Family Member" "1026" "YDR411C" "S000002819" "ORF"
"SET2" "OTHER" "1" "SET2" "S. cerevisiae" "SET domain-containing" "2202" "YJL168C" "S000003704" "ORF"
"SEC11" "OTHER" "1" "SEC11" "S. cerevisiae" "SECretory" "504" "YIR022W" "S000001461" "ORF"
"HMG2" "OTHER" "1" "HMG2" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3138" "YLR450W" "S000004442" "ORF"
"KAR5" "OTHER" "1" "KAR5" "S. cerevisiae" "KARyogamy" "1515" "YMR065W" "S000004669" "ORF"
"AGP2" "OTHER" "1" "AGP2" "S. cerevisiae" "high-Affinity Glutamine Permease" "1791" "YBR132C" "S000000336" "ORF"
"RPN4" "OTHER" "1" "RPN4" "S. cerevisiae" "Regulatory Particle Non-ATPase" "1596" "YDL020C" "S000002178" "ORF"
"EMP47" "OTHER" "1" "EMP47" "S. cerevisiae" "" "1338" "YFL048C" "S000001846" "ORF"
"JEM1" "OTHER" "1" "JEM1" "S. cerevisiae" "DnaJ-like protein of the ER Membrane" "1938" "YJL073W" "S000003609" "ORF"
"IZH1" "OTHER" "1" "IZH1" "S. cerevisiae" "Implicated in Zinc Homeostasis" "951" "YDR492W" "S000002900" "ORF"
"DFM1" "OTHER" "1" "DFM1" "S. cerevisiae" "Der1-like Family Member" "1026" "YDR411C" "S000002819" "ORF"
"TUB2" "OTHER" "1" "TUB2" "S. cerevisiae" "TUBulin" "1374" "YFL037W" "S000001857" "ORF"
"GAS3" "OTHER" "1" "GAS3" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1575" "YMR215W" "S000004828" "ORF"
"SED4" "OTHER" "1" "SED4" "S. cerevisiae" "Suppressor of Erd2 Deletion" "3198" "YCR067C" "S000000663" "ORF"
"YMR253C" "OTHER" "1" "" "S. cerevisiae" "" "1245" "YMR253C" "S000004866" "ORF"
"GAS3" "OTHER" "1" "GAS3" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1575" "YMR215W" "S000004828" "ORF"
"PER33" "OTHER" "1" "PER33" "S. cerevisiae" "Pore and ER protein, 33 kDa" "822" "YLR064W" "S000004054" "ORF"
"ERG2" "OTHER" "1" "ERG2" "S. cerevisiae" "ERGosterol biosynthesis" "669" "YMR202W" "S000004815" "ORF"
"ERP5" "OTHER" "1" "ERP5" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "639" "YHR110W" "S000001152" "ORF"
"YPS1" "OTHER" "1" "YPS1" "S. cerevisiae" "YaPSin" "1710" "YLR120C" "S000004110" "ORF"
"OST4" "OTHER" "1" "OST4" "S. cerevisiae" "OligoSaccharylTransferase" "111" "YDL232W" "S000002391" "ORF"
"APL6" "OTHER" "1" "APL6" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2430" "YGR261C" "S000003493" "ORF"
"SEC11" "OTHER" "1" "SEC11" "S. cerevisiae" "SECretory" "504" "YIR022W" "S000001461" "ORF"
"YOL107W" "OTHER" "1" "" "S. cerevisiae" "" "1029" "YOL107W" "S000005467" "ORF"
"IFA38" "OTHER" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"SPT23" "OTHER" "1" "SPT23" "S. cerevisiae" "SuPpressor of Ty" "3249" "YKL020C" "S000001503" "ORF"
"TOH1" "OTHER" "1" "TOH1" "S. cerevisiae" "TOS One Homolog" "1191" "YJL171C" "S000003707" "ORF"
"PEX34" "OTHER" "1" "PEX34" "S. cerevisiae" "PEroXin" "435" "YCL056C" "S000000561" "ORF"
"AGP2" "OTHER" "1" "AGP2" "S. cerevisiae" "high-Affinity Glutamine Permease" "1791" "YBR132C" "S000000336" "ORF"
"SRP21" "OTHER" "1" "SRP21" "S. cerevisiae" "Signal Recognition Particle" "504" "YKL122C" "S000001605" "ORF"
"VAB2" "OTHER" "1" "VAB2" "S. cerevisiae" "VAc8p Binding" "849" "YEL005C" "S000000731" "ORF"
"OSH2" "OTHER" "1" "OSH2" "S. cerevisiae" "OxySterol binding protein Homolog" "3852" "YDL019C" "S000002177" "ORF"
"SUR2" "OTHER" "1" "SUR2" "S. cerevisiae" "SUppressor of Rvs161 and rvs167 mutations" "1050" "YDR297W" "S000002705" "ORF"
"BRL1" "OTHER" "1" "BRL1" "S. cerevisiae" "BRr6 Like protein" "1416" "YHR036W" "S000001078" "ORF"
"ERG27" "OTHER" "1" "ERG27" "S. cerevisiae" "ERGosterol biosynthesis" "1044" "YLR100W" "S000004090" "ORF"
"MNS1" "OTHER" "1" "MNS1" "S. cerevisiae" "" "1650" "YJR131W" "S000003892" "ORF"
"BSD2" "OTHER" "1" "BSD2" "S. cerevisiae" "Bypass Sod1p Defects" "966" "YBR290W" "S000000494" "ORF"
"YGR130C" "OTHER" "1" "" "S. cerevisiae" "" "2451" "YGR130C" "S000003362" "ORF"
"ILM1" "OTHER" "1" "ILM1" "S. cerevisiae" "Increased Loss of Mitochondrial DNA" "612" "YJR118C" "S000003879" "ORF"
"PMT4" "OTHER" "1" "PMT4" "S. cerevisiae" "Protein O-MannosylTransferase" "2289" "YJR143C" "S000003904" "ORF"
"IRC22" "OTHER" "1" "IRC22" "S. cerevisiae" "Increased Recombination Centers" "678" "YEL001C" "S000000727" "ORF"
"VMA22" "OTHER" "1" "VMA22" "S. cerevisiae" "Vacuolar Membrane Atpase" "546" "YHR060W" "S000001102" "ORF"
"APL5" "OTHER" "1" "APL5" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2799" "YPL195W" "S000006116" "ORF"
"IZH4" "OTHER" "1" "IZH4" "S. cerevisiae" "Implicated in Zinc Homeostasis" "939" "YOL101C" "S000005461" "ORF"
"CWH41" "OTHER" "1" "CWH41" "S. cerevisiae" "Calcofluor White Hypersensitive" "2502" "YGL027C" "S000002995" "ORF"
"ERV25" "OTHER" "1" "ERV25" "S. cerevisiae" "ER Vesicle" "636" "YML012W" "S000004473" "ORF"
"MTC4" "OTHER" "1" "MTC4" "S. cerevisiae" "Maintenance of Telomere Capping" "2085" "YBR255W" "S000000459" "ORF"
"YNL190W" "OTHER" "1" "" "S. cerevisiae" "" "615" "YNL190W" "S000005134" "ORF"
"NNF2" "OTHER" "1" "NNF2" "S. cerevisiae" "" "2811" "YGR089W" "S000003321" "ORF"
"AYR1" "OTHER" "1" "AYR1" "S. cerevisiae" "1-AcyldihYdroxyacetone-phosphate Reductase" "894" "YIL124W" "S000001386" "ORF"
"IPK1" "OTHER" "1" "IPK1" "S. cerevisiae" "Inositol Polyphosphate Kinase" "846" "YDR315C" "S000002723" "ORF"
"ROT1" "OTHER" "1" "ROT1" "S. cerevisiae" "Reversal Of Tor2 lethality" "771" "YMR200W" "S000004813" "ORF"
"FAA1" "OTHER" "1" "FAA1" "S. cerevisiae" "Fatty Acid Activation" "2103" "YOR317W" "S000005844" "ORF"
"KRE5" "OTHER" "1" "KRE5" "S. cerevisiae" "Killer toxin REsistant" "4098" "YOR336W" "S000005863" "ORF"
"YPR003C" "OTHER" "1" "" "S. cerevisiae" "" "2265" "YPR003C" "S000006207" "ORF"
"BRE5" "OTHER" "1" "BRE5" "S. cerevisiae" "BREfeldin A sensitivity" "1548" "YNR051C" "S000005334" "ORF"
"YKL063C" "OTHER" "1" "" "S. cerevisiae" "" "504" "YKL063C" "S000001546" "ORF"
"YPR063C" "OTHER" "1" "" "S. cerevisiae" "" "509" "YPR063C" "S000006267" "ORF"
"RDL1" "OTHER" "1" "RDL1" "S. cerevisiae" "RhoDanese-Like protein" "420" "YOR285W" "S000005811" "ORF"
"GOT1" "OTHER" "1" "GOT1" "S. cerevisiae" "GOlgi Transport" "499" "YMR292W" "S000004906" "ORF"
"GIM4" "OTHER" "1" "GIM4" "S. cerevisiae" "Gene Involved in Microtubule biogenesis" "424" "YEL003W" "S000000729" "ORF"
"HRD3" "OTHER" "1" "HRD3" "S. cerevisiae" "HMG-coA Reductase Degradation" "2502" "YLR207W" "S000004197" "ORF"
"CCC1" "OTHER" "1" "CCC1" "S. cerevisiae" "Cross-Complements Ca(2+) phenotype of csg1" "969" "YLR220W" "S000004210" "ORF"
"CDC21" "OTHER" "1" "CDC21" "S. cerevisiae" "Cell Division Cycle" "915" "YOR074C" "S000005600" "ORF"
"RIC1" "OTHER" "1" "RIC1" "S. cerevisiae" "RIbosome Control" "3171" "YLR039C" "S000004029" "ORF"
"MSC7" "OTHER" "1" "MSC7" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "1935" "YHR039C" "S000001081" "ORF"
"PBN1" "OTHER" "1" "PBN1" "S. cerevisiae" "Protease B Non-derepressible" "1251" "YCL052C" "S000000557" "ORF"
"TUB1" "OTHER" "1" "TUB1" "S. cerevisiae" "TUBulin" "1460" "YML085C" "S000004550" "ORF"
"FAR3" "OTHER" "1" "FAR3" "S. cerevisiae" "Factor ARrest" "615" "YMR052W" "S000004656" "ORF"
"UBX3" "OTHER" "1" "UBX3" "S. cerevisiae" "UBiquitin regulatory X" "1368" "YDL091C" "S000002249" "ORF"
"NUS1" "OTHER" "1" "NUS1" "S. cerevisiae" "Nuclear Undecaprenyl pyrophosphate Synthase" "1128" "YDL193W" "S000002352" "ORF"
"COG2" "OTHER" "1" "COG2" "S. cerevisiae" "Conserved Oligomeric Golgi complex" "789" "YGR120C" "S000003352" "ORF"
"CAX4" "OTHER" "1" "CAX4" "S. cerevisiae" "CAlmodulin-dependent in cmd one two twenty-siX" "720" "YGR036C" "S000003268" "ORF"
"KRE2" "OTHER" "1" "KRE2" "S. cerevisiae" "Killer toxin REsistant" "1329" "YDR483W" "S000002891" "ORF"
"SLC1" "OTHER" "1" "SLC1" "S. cerevisiae" "SphingoLipid Compensation" "912" "YDL052C" "S000002210" "ORF"
"GWT1" "OTHER" "1" "GWT1" "S. cerevisiae" "GPI-anchored Wall protein Transfer" "1473" "YJL091C" "S000003627" "ORF"
"YNL146W" "OTHER" "1" "" "S. cerevisiae" "" "303" "YNL146W" "S000005090" "ORF"
"SEC63" "OTHER" "1" "SEC63" "S. cerevisiae" "SECretory" "1992" "YOR254C" "S000005780" "ORF"
"GLO3" "OTHER" "1" "GLO3" "S. cerevisiae" "GLyOxalase" "1482" "YER122C" "S000000924" "ORF"
"OST3" "OTHER" "1" "OST3" "S. cerevisiae" "OligoSaccharylTransferase" "1053" "YOR085W" "S000005611" "ORF"
"NTE1" "OTHER" "1" "NTE1" "S. cerevisiae" "Neuropathy Target Esterase" "5040" "YML059C" "S000004524" "ORF"
"KEI1" "OTHER" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"KCS1" "OTHER" "1" "KCS1" "S. cerevisiae" "pKC1 Suppressor" "3153" "YDR017C" "S000002424" "ORF"
"CHS7" "OTHER" "1" "CHS7" "S. cerevisiae" "CHitin Synthase-related" "951" "YHR142W" "S000001184" "ORF"
"SCT1" "OTHER" "1" "SCT1" "S. cerevisiae" "Suppressor of Choline-Transport mutants" "2280" "YBL011W" "S000000107" "ORF"
"TUB1" "OTHER" "1" "TUB1" "S. cerevisiae" "TUBulin" "1460" "YML085C" "S000004550" "ORF"
"VAB2" "OTHER" "1" "VAB2" "S. cerevisiae" "VAc8p Binding" "849" "YEL005C" "S000000731" "ORF"
"RDL1" "OTHER" "1" "RDL1" "S. cerevisiae" "RhoDanese-Like protein" "420" "YOR285W" "S000005811" "ORF"
"TVP15" "OTHER" "1" "TVP15" "S. cerevisiae" "Tlg2-Vesicle Protein" "432" "YDR100W" "S000002507" "ORF"
"LRO1" "OTHER" "1" "LRO1" "S. cerevisiae" "Lecithin cholesterol acyl transferase Related Open reading frame" "1986" "YNR008W" "S000005291" "ORF"
"YKL063C" "OTHER" "1" "" "S. cerevisiae" "" "504" "YKL063C" "S000001546" "ORF"
"EGT2" "OTHER" "1" "EGT2" "S. cerevisiae" "Early G1 Transcript" "3126" "YNL327W" "S000005271" "ORF"
"KRE2" "OTHER" "1" "KRE2" "S. cerevisiae" "Killer toxin REsistant" "1329" "YDR483W" "S000002891" "ORF"
"SFB2" "OTHER" "1" "SFB2" "S. cerevisiae" "Sed Five Binding" "2631" "YNL049C" "S000004994" "ORF"
"KCS1" "OTHER" "1" "KCS1" "S. cerevisiae" "pKC1 Suppressor" "3153" "YDR017C" "S000002424" "ORF"
"KEI1" "OTHER" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"ALG6" "OTHER" "1" "ALG6" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1635" "YOR002W" "S000005528" "ORF"
"CHS7" "OTHER" "1" "CHS7" "S. cerevisiae" "CHitin Synthase-related" "951" "YHR142W" "S000001184" "ORF"
"YPC1" "OTHER" "1" "YPC1" "S. cerevisiae" "Yeast Phyto-Ceramidase" "951" "YBR183W" "S000000387" "ORF"
"RIC1" "OTHER" "1" "RIC1" "S. cerevisiae" "RIbosome Control" "3171" "YLR039C" "S000004029" "ORF"
"PLB2" "OTHER" "1" "PLB2" "S. cerevisiae" "PhosphoLipase B" "2121" "YMR006C" "S000004608" "ORF"
"ERG7" "OTHER" "1" "ERG7" "S. cerevisiae" "ERGosterol biosynthesis" "2196" "YHR072W" "S000001114" "ORF"
"LCB2" "OTHER" "1" "LCB2" "S. cerevisiae" "Long-Chain Base" "1686" "YDR062W" "S000002469" "ORF"
"CCC1" "OTHER" "1" "CCC1" "S. cerevisiae" "Cross-Complements Ca(2+) phenotype of csg1" "969" "YLR220W" "S000004210" "ORF"
"UBP3" "OTHER" "1" "UBP3" "S. cerevisiae" "UBiquitin-specific Protease" "2739" "YER151C" "S000000953" "ORF"
"GOS1" "OTHER" "1" "GOS1" "S. cerevisiae" "GOlgi Snare" "672" "YHL031C" "S000001023" "ORF"
"YPC1" "OTHER" "1" "YPC1" "S. cerevisiae" "Yeast Phyto-Ceramidase" "951" "YBR183W" "S000000387" "ORF"
"GEA1" "OTHER" "1" "GEA1" "S. cerevisiae" "Guanine nucleotide Exchange on ARF" "4227" "YJR031C" "S000003792" "ORF"
"SCT1" "OTHER" "1" "SCT1" "S. cerevisiae" "Suppressor of Choline-Transport mutants" "2280" "YBL011W" "S000000107" "ORF"
"SFB2" "OTHER" "1" "SFB2" "S. cerevisiae" "Sed Five Binding" "2631" "YNL049C" "S000004994" "ORF"
"LRO1" "OTHER" "1" "LRO1" "S. cerevisiae" "Lecithin cholesterol acyl transferase Related Open reading frame" "1986" "YNR008W" "S000005291" "ORF"
"SRP102" "OTHER" "1" "SRP102" "S. cerevisiae" "Signal Recognition Particle" "735" "YKL154W" "S000001637" "ORF"
"MSC2" "OTHER" "1" "MSC2" "S. cerevisiae" "Meiotic Sister-Chromatid recombination" "2175" "YDR205W" "S000002613" "ORF"
"LCB2" "OTHER" "1" "LCB2" "S. cerevisiae" "Long-Chain Base" "1686" "YDR062W" "S000002469" "ORF"
"CDC21" "OTHER" "1" "CDC21" "S. cerevisiae" "Cell Division Cycle" "915" "YOR074C" "S000005600" "ORF"
"PLB1" "OTHER" "1" "PLB1" "S. cerevisiae" "PhosphoLipase B" "1995" "YMR008C" "S000004610" "ORF"
"ALG6" "OTHER" "1" "ALG6" "S. cerevisiae" "Asparagine-Linked Glycosylation" "1635" "YOR002W" "S000005528" "ORF"
"PMT6" "OTHER" "1" "PMT6" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YGR199W" "S000003431" "ORF"
"UBP3" "OTHER" "1" "UBP3" "S. cerevisiae" "UBiquitin-specific Protease" "2739" "YER151C" "S000000953" "ORF"
"PBR1" "OTHER" "1" "PBR1" "S. cerevisiae" "Potentiates Bioactive compound Response" "1224" "YNL181W" "S000005125" "ORF"
"PLB2" "OTHER" "1" "PLB2" "S. cerevisiae" "PhosphoLipase B" "2121" "YMR006C" "S000004608" "ORF"
"DFR1" "OTHER" "1" "DFR1" "S. cerevisiae" "DihydroFolate Reductase" "636" "YOR236W" "S000005762" "ORF"
"SSH1" "OTHER" "1" "SSH1" "S. cerevisiae" "Sec Sixty-one Homolog" "1473" "YBR283C" "S000000487" "ORF"
"RFS1" "OTHER" "1" "RFS1" "S. cerevisiae" "Rad55 (Fifty-five) Suppressor" "633" "YBR052C" "S000000256" "ORF"
"GOS1" "OTHER" "1" "GOS1" "S. cerevisiae" "GOlgi Snare" "672" "YHL031C" "S000001023" "ORF"
"ERG7" "OTHER" "1" "ERG7" "S. cerevisiae" "ERGosterol biosynthesis" "2196" "YHR072W" "S000001114" "ORF"
"HAC1" "OTHER" "1" "HAC1" "S. cerevisiae" "Homologous to Atf/Creb1" "969" "YFL031W" "S000001863" "ORF"
"GPI8" "OTHER" "1" "GPI8" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1236" "YDR331W" "S000002739" "ORF"
"ALG3" "OTHER" "1" "ALG3" "S. cerevisiae" "Asparagine Linked Glycosylation" "1377" "YBL082C" "S000000178" "ORF"
"SEC7" "OTHER" "1" "SEC7" "S. cerevisiae" "SECretory" "6030" "YDR170C" "S000002577" "ORF"
"GIM3" "OTHER" "1" "GIM3" "S. cerevisiae" "Gene Involved in Microtubule biogenesis" "390" "YNL153C" "S000005097" "ORF"
"OST5" "OTHER" "1" "OST5" "S. cerevisiae" "OligoSaccharylTransferase" "410" "YGL226C-A" "S000003194" "ORF"
"PHO80" "OTHER" "1" "PHO80" "S. cerevisiae" "PHOsphate metabolism" "882" "YOL001W" "S000005361" "ORF"
"ELO1" "OTHER" "1" "ELO1" "S. cerevisiae" "ELOngation defective" "933" "YJL196C" "S000003732" "ORF"
"DRS2" "OTHER" "1" "DRS2" "S. cerevisiae" "Deficiency of Ribosomal Subunits" "4068" "YAL026C" "S000000024" "ORF"
"DYN2" "OTHER" "1" "DYN2" "S. cerevisiae" "DYNein" "455" "YDR424C" "S000002832" "ORF"
"HUA2" "OTHER" "1" "HUA2" "S. cerevisiae" "" "732" "YOR284W" "S000005810" "ORF"
"PLB1" "OTHER" "1" "PLB1" "S. cerevisiae" "PhosphoLipase B" "1995" "YMR008C" "S000004610" "ORF"
"FMO1" "OTHER" "1" "FMO1" "S. cerevisiae" "Flavin containing MonoOxygenase" "1299" "YHR176W" "S000001219" "ORF"
"PMT6" "OTHER" "1" "PMT6" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YGR199W" "S000003431" "ORF"
"NUS1" "OTHER" "1" "NUS1" "S. cerevisiae" "Nuclear Undecaprenyl pyrophosphate Synthase" "1128" "YDL193W" "S000002352" "ORF"
"SHR3" "OTHER" "1" "SHR3" "S. cerevisiae" "Super high Histidine Resistant" "633" "YDL212W" "S000002371" "ORF"
"RET2" "OTHER" "1" "RET2" "S. cerevisiae" "RETrieval from ER" "1641" "YFR051C" "S000001947" "ORF"
"VPS45" "OTHER" "1" "VPS45" "S. cerevisiae" "Vacuolar Protein Sorting" "1734" "YGL095C" "S000003063" "ORF"
"CUE1" "OTHER" "1" "CUE1" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "612" "YMR264W" "S000004877" "ORF"
